timestamp,active_jobs,latency_p50,latency_p95,latency_p99,request_rate,hour,day_of_week,is_weekend,minute_of_day,request_rate_lag_1,request_rate_lag_5,request_rate_lag_15,request_rate_lag_30,latency_p50_lag_1,latency_p50_lag_5,latency_p50_lag_15,latency_p50_lag_30,latency_p95_lag_1,latency_p95_lag_5,latency_p95_lag_15,latency_p95_lag_30,latency_p99_lag_1,latency_p99_lag_5,latency_p99_lag_15,latency_p99_lag_30,active_jobs_lag_1,active_jobs_lag_5,active_jobs_lag_15,active_jobs_lag_30,request_rate_rolling_mean_5,request_rate_rolling_mean_15,request_rate_rolling_mean_30,latency_p50_rolling_mean_5,latency_p50_rolling_mean_15,latency_p50_rolling_mean_30,latency_p95_rolling_mean_5,latency_p95_rolling_mean_15,latency_p95_rolling_mean_30,latency_p99_rolling_mean_5,latency_p99_rolling_mean_15,latency_p99_rolling_mean_30,active_jobs_rolling_mean_5,active_jobs_rolling_mean_15,active_jobs_rolling_mean_30,target_request_rate_t+5,target_request_rate_t+15,target_request_rate_t+30
2025-11-19 01:39:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6813675703150976,1,2,0,99,0.8762979216021187,0.8763248183624821,0.8763920602633903,0.8635057206874066,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.8763046457922096,0.8763382667426638,0.8756310414924272,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.8762575764615738,0.8761903345606655,0.8760894717093031
2025-11-19 01:40:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6811552256594717,1,2,0,100,0.8762911974120279,0.8763180941723913,0.8763853360732995,0.8734617774217377,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.8762979216021188,0.8763315425525728,0.8757251313524338,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.8762508522714829,0.8761836103705747,0.8760827475192123
2025-11-19 01:41:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6809428810038423,1,2,0,101,0.8762844732219371,0.8763113699823004,0.8763786118832086,0.8662955194779982,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.876291197412028,0.8763248183624821,0.876057872337562,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.8762441280813922,0.8761768861804838,0.8760760233291215
2025-11-19 01:42:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6807305363482128,1,2,0,102,0.8762777490318463,0.8763046457922096,0.8763718876931178,0.8669514270264449,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.876284473221937,0.8763180941723914,0.8763685255980724,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.8762374038913013,0.876170161990393,0.8760692991390306
2025-11-19 01:43:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6805181916925833,1,2,0,103,0.8762710248417555,0.8762979216021187,0.8763651635030271,0.8764660263543894,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.8762777490318463,0.8763113699823004,0.8763618014079815,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.8762306797012105,0.8761634378003023,0.8760625749489398
2025-11-19 01:44:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6803058470369538,1,2,0,104,0.8762643006516646,0.8762911974120279,0.8763584393129362,0.8764593021642986,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.8762710248417553,0.8763046457922096,0.8763550772178909,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.8762239555111196,0.8761567136102114,0.876055850758849
2025-11-19 01:45:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6800935023813244,1,2,0,105,0.8762575764615738,0.8762844732219371,0.8763517151228454,0.8764525779742077,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.8762643006516646,0.8762979216021187,0.8763483530277999,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.8762172313210288,0.8761499894201206,0.8760491265687581
2025-11-19 01:46:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6798811577256982,1,2,0,106,0.8762508522714829,0.8762777490318463,0.8763449909327545,0.876445853784117,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.8762575764615738,0.876291197412028,0.8763416288377092,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.876210507130938,0.8761432652300297,0.8760424023786674
2025-11-19 01:47:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6796688130700688,1,2,0,107,0.8762441280813922,0.8762710248417555,0.8763382667426637,0.8764391295940261,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.876250852271483,0.876284473221937,0.8763349046476184,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.8762037829408472,0.8761365410399389,0.8760356781885765
2025-11-19 01:48:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6794564684144393,1,2,0,108,0.8762374038913013,0.8762643006516646,0.8763315425525728,0.8764324054039353,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.8762441280813921,0.8762777490318463,0.8763281804575275,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.8761970587507564,0.876129816849848,0.8760289539984857
2025-11-19 01:49:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6792441237588098,1,2,0,109,0.8762306797012105,0.8762575764615738,0.8763248183624821,0.8764256812138445,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.8762374038913012,0.8762710248417556,0.8763214562674366,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.8761903345606655,0.8761230926597573,0.8760222298083948
2025-11-19 01:50:00+00:00,0.0,0.17097337339512528,0.2839635337735026,0.3162058904092145,1.6790317791031804,1,2,0,110,0.8762239555111196,0.8762508522714829,0.8763180941723913,0.8764189570237536,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.0,0.8762306797012105,0.8762643006516646,0.8763147320773458,0.058646284271284266,0.058646284271284266,0.058646284271284266,0.12028952205882348,0.12028952205882348,0.12028952205882348,0.1645833333333333,0.1645833333333333,0.1645833333333333,0.0,0.0,0.0,0.8761836103705747,0.8761163684696665,0.876015505618304
