timestamp,metric,promql,value,labels
2019-01-04 00:00:00,latency_p50,"latency_p50{job=""demo-services""}",0.019975076718282997,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 00:05:00,latency_p50,"latency_p50{job=""demo-services""}",0.027070249456194663,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 00:10:00,latency_p50,"latency_p50{job=""demo-services""}",0.022801834858963727,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 00:15:00,latency_p50,"latency_p50{job=""demo-services""}",0.027491871395635036,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 00:20:00,latency_p50,"latency_p50{job=""demo-services""}",0.023576376295313426,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 00:25:00,latency_p50,"latency_p50{job=""demo-services""}",0.025852690104447056,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 00:30:00,latency_p50,"latency_p50{job=""demo-services""}",0.01868054741998981,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 00:35:00,latency_p50,"latency_p50{job=""demo-services""}",0.020442763904934134,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 00:40:00,latency_p50,"latency_p50{job=""demo-services""}",0.026376567750908294,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 00:45:00,latency_p50,"latency_p50{job=""demo-services""}",0.01771504836916911,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 00:50:00,latency_p50,"latency_p50{job=""demo-services""}",0.01727113507873886,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 00:55:00,latency_p50,"latency_p50{job=""demo-services""}",0.028286678424412258,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:00:00,latency_p50,"latency_p50{job=""demo-services""}",0.01828501882109797,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:05:00,latency_p50,"latency_p50{job=""demo-services""}",0.022142391678036943,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:10:00,latency_p50,"latency_p50{job=""demo-services""}",0.020414941418905642,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:15:00,latency_p50,"latency_p50{job=""demo-services""}",0.02396058425549131,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:20:00,latency_p50,"latency_p50{job=""demo-services""}",0.020509511071731774,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:25:00,latency_p50,"latency_p50{job=""demo-services""}",0.024211191767183816,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:30:00,latency_p50,"latency_p50{job=""demo-services""}",0.027618144956578144,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:35:00,latency_p50,"latency_p50{job=""demo-services""}",0.02306840603142685,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:40:00,latency_p50,"latency_p50{job=""demo-services""}",0.01523750049112,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:45:00,latency_p50,"latency_p50{job=""demo-services""}",0.024229827857998897,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:50:00,latency_p50,"latency_p50{job=""demo-services""}",0.018843198422004027,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2019-01-04 01:55:00,latency_p50,"latency_p50{job=""demo-services""}",0.023668199728883406,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
