timestamp,metric,promql,value,labels
2018-01-04 00:00:00,request_rate,"request_rate{job=""demo-services""}",120.56419339426192,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 00:05:00,request_rate,"request_rate{job=""demo-services""}",127.87850720905843,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 00:10:00,request_rate,"request_rate{job=""demo-services""}",120.25183005043615,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 00:15:00,request_rate,"request_rate{job=""demo-services""}",114.9120255836871,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 00:20:00,request_rate,"request_rate{job=""demo-services""}",92.28150907064206,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 00:25:00,request_rate,"request_rate{job=""demo-services""}",120.71129318934507,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 00:30:00,request_rate,"request_rate{job=""demo-services""}",60.644160397599954,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 00:35:00,request_rate,"request_rate{job=""demo-services""}",61.778776899906774,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 00:40:00,request_rate,"request_rate{job=""demo-services""}",102.53555665318954,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 00:45:00,request_rate,"request_rate{job=""demo-services""}",136.10608737789622,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 00:50:00,request_rate,"request_rate{job=""demo-services""}",118.13665199913595,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 00:55:00,request_rate,"request_rate{job=""demo-services""}",135.2436300384427,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 01:00:00,request_rate,"request_rate{job=""demo-services""}",73.87562448643308,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 01:05:00,request_rate,"request_rate{job=""demo-services""}",75.04407321689483,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 01:10:00,request_rate,"request_rate{job=""demo-services""}",84.84554316689584,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 01:15:00,request_rate,"request_rate{job=""demo-services""}",121.9389020162202,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-04 01:20:00,request_rate,"request_rate{job=""demo-services""}",136.09332280085385,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
