timestamp,metric,promql,value,labels
2018-01-08 00:00:00,latency_p95,"latency_p95{job=""demo-services""}",0.07735059864939106,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 00:05:00,latency_p95,"latency_p95{job=""demo-services""}",0.13691058101797854,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 00:10:00,latency_p95,"latency_p95{job=""demo-services""}",0.09996056802213805,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 00:15:00,latency_p95,"latency_p95{job=""demo-services""}",0.07469332279868153,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 00:20:00,latency_p95,"latency_p95{job=""demo-services""}",0.16362060011505938,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 00:25:00,latency_p95,"latency_p95{job=""demo-services""}",0.2712951856468187,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 00:30:00,latency_p95,"latency_p95{job=""demo-services""}",0.3474049859665408,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 00:35:00,latency_p95,"latency_p95{job=""demo-services""}",0.09949105209747344,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 00:40:00,latency_p95,"latency_p95{job=""demo-services""}",0.23207905458280198,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 00:45:00,latency_p95,"latency_p95{job=""demo-services""}",0.10497310671775813,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 00:50:00,latency_p95,"latency_p95{job=""demo-services""}",0.13433245593531587,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 00:55:00,latency_p95,"latency_p95{job=""demo-services""}",0.11409690672631304,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:00:00,latency_p95,"latency_p95{job=""demo-services""}",0.09249428084692297,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:05:00,latency_p95,"latency_p95{job=""demo-services""}",0.09662723903777704,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:10:00,latency_p95,"latency_p95{job=""demo-services""}",0.1368138604188882,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:15:00,latency_p95,"latency_p95{job=""demo-services""}",0.11143133294049082,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:20:00,latency_p95,"latency_p95{job=""demo-services""}",0.09493931332089735,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:25:00,latency_p95,"latency_p95{job=""demo-services""}",0.08791192575746817,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:30:00,latency_p95,"latency_p95{job=""demo-services""}",0.20609230571824474,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:35:00,latency_p95,"latency_p95{job=""demo-services""}",0.13351187547533325,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:40:00,latency_p95,"latency_p95{job=""demo-services""}",0.08572831463201024,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:45:00,latency_p95,"latency_p95{job=""demo-services""}",0.15225135987461053,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:50:00,latency_p95,"latency_p95{job=""demo-services""}",0.10564718614160627,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 01:55:00,latency_p95,"latency_p95{job=""demo-services""}",0.08094308260851958,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:00:00,latency_p95,"latency_p95{job=""demo-services""}",0.11025699096624525,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:05:00,latency_p95,"latency_p95{job=""demo-services""}",0.11703469653300336,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:10:00,latency_p95,"latency_p95{job=""demo-services""}",0.06368725554189873,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:15:00,latency_p95,"latency_p95{job=""demo-services""}",0.22396463353982868,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:20:00,latency_p95,"latency_p95{job=""demo-services""}",0.10597456349421307,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:25:00,latency_p95,"latency_p95{job=""demo-services""}",0.09996944147311677,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:30:00,latency_p95,"latency_p95{job=""demo-services""}",0.08995554179738068,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:35:00,latency_p95,"latency_p95{job=""demo-services""}",0.07380469847202743,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:40:00,latency_p95,"latency_p95{job=""demo-services""}",0.06921968204887374,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:45:00,latency_p95,"latency_p95{job=""demo-services""}",0.10749425500112783,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:50:00,latency_p95,"latency_p95{job=""demo-services""}",0.08844321225327842,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 02:55:00,latency_p95,"latency_p95{job=""demo-services""}",0.08703126875168289,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:00:00,latency_p95,"latency_p95{job=""demo-services""}",0.07331672616465142,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:05:00,latency_p95,"latency_p95{job=""demo-services""}",0.09810332665123554,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:10:00,latency_p95,"latency_p95{job=""demo-services""}",0.143845031267059,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:15:00,latency_p95,"latency_p95{job=""demo-services""}",0.08061179144701255,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:20:00,latency_p95,"latency_p95{job=""demo-services""}",0.1367663006048927,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:25:00,latency_p95,"latency_p95{job=""demo-services""}",0.10091606591634703,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:30:00,latency_p95,"latency_p95{job=""demo-services""}",0.08951354158534026,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:35:00,latency_p95,"latency_p95{job=""demo-services""}",0.1251314610508592,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:40:00,latency_p95,"latency_p95{job=""demo-services""}",0.06773414342150921,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:45:00,latency_p95,"latency_p95{job=""demo-services""}",0.07629261389128991,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:50:00,latency_p95,"latency_p95{job=""demo-services""}",0.06504504550339821,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 03:55:00,latency_p95,"latency_p95{job=""demo-services""}",0.15344101330135043,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:00:00,latency_p95,"latency_p95{job=""demo-services""}",0.1286922864305715,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:05:00,latency_p95,"latency_p95{job=""demo-services""}",0.1310147364307674,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:10:00,latency_p95,"latency_p95{job=""demo-services""}",0.19096700495314786,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:15:00,latency_p95,"latency_p95{job=""demo-services""}",0.08152374825655048,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:20:00,latency_p95,"latency_p95{job=""demo-services""}",0.10504149704500489,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:25:00,latency_p95,"latency_p95{job=""demo-services""}",0.22812978955771365,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:30:00,latency_p95,"latency_p95{job=""demo-services""}",0.1507258167112787,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:35:00,latency_p95,"latency_p95{job=""demo-services""}",0.08394849106424568,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:40:00,latency_p95,"latency_p95{job=""demo-services""}",0.08793457625573295,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:45:00,latency_p95,"latency_p95{job=""demo-services""}",0.08623413503737218,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:50:00,latency_p95,"latency_p95{job=""demo-services""}",0.063988582872329,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 04:55:00,latency_p95,"latency_p95{job=""demo-services""}",0.07226534146412213,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:00:00,latency_p95,"latency_p95{job=""demo-services""}",0.10980546700449974,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:05:00,latency_p95,"latency_p95{job=""demo-services""}",0.08039052897302568,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:10:00,latency_p95,"latency_p95{job=""demo-services""}",0.11815022677817981,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:15:00,latency_p95,"latency_p95{job=""demo-services""}",0.09778138884587469,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:20:00,latency_p95,"latency_p95{job=""demo-services""}",0.08558812988035078,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:25:00,latency_p95,"latency_p95{job=""demo-services""}",0.08306223455672074,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:30:00,latency_p95,"latency_p95{job=""demo-services""}",0.12778785930122627,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:35:00,latency_p95,"latency_p95{job=""demo-services""}",0.07696505509071778,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:40:00,latency_p95,"latency_p95{job=""demo-services""}",0.1477280189478265,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:45:00,latency_p95,"latency_p95{job=""demo-services""}",0.1002126916318583,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:50:00,latency_p95,"latency_p95{job=""demo-services""}",0.100715298332282,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 05:55:00,latency_p95,"latency_p95{job=""demo-services""}",0.1250294058314072,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 06:00:00,latency_p95,"latency_p95{job=""demo-services""}",0.10543687865411272,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 06:05:00,latency_p95,"latency_p95{job=""demo-services""}",0.13537688297424472,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 06:10:00,latency_p95,"latency_p95{job=""demo-services""}",0.0822756701967924,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 06:15:00,latency_p95,"latency_p95{job=""demo-services""}",0.08156592176161753,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 06:20:00,latency_p95,"latency_p95{job=""demo-services""}",0.05877349964783947,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 06:25:00,latency_p95,"latency_p95{job=""demo-services""}",0.10225800755445669,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
2018-01-08 06:30:00,latency_p95,"latency_p95{job=""demo-services""}",0.12355447158288739,"{""job"": ""demo-services"", ""source"": ""real-traces""}"
